"region","id","group","counts"
"V2C",4,"Sham_Familiar",243.585640793375
"V2C",7,"Sham_Familiar",880.327319097306
"V2C",15,"Sham_Familiar",455.434174237375
"V2C",16,"Sham_Familiar",578.548240067221
"V2C",24,"Sham_Familiar",451.868260353578
"V2C",30,"Sham_Familiar",1028.57986056442
"V2C",32,"Sham_Familiar",770.427651188867
"V2C",37,"Sham_Familiar",489.084295260055
"V2C",40,"Sham_Familiar",1040.21486630091
"V2C",2,"Sham_Novel",445.060241486882
"V2C",6,"Sham_Novel",639.808513840114
"V2C",9,"Sham_Novel",683.101984292546
"V2C",18,"Sham_Novel",1202.91011544074
"V2C",20,"Sham_Novel",496.754675362705
"V2C",25,"Sham_Novel",873.766063221628
"V2C",26,"Sham_Novel",1184.5296448349
"V2C",36,"Sham_Novel",642.49807054027
"VCA1",3,"Lesion_Familiar",500.20367582133
"VCA1",8,"Lesion_Familiar",315.924605946275
"VCA1",13,"Lesion_Familiar",252.745569671107
"VCA1",14,"Lesion_Familiar",291.006158449494
"VCA1",22,"Lesion_Familiar",400.698649007068
"VCA1",29,"Lesion_Familiar",150.33025006454
"VCA1",31,"Lesion_Familiar",137.145702231972
"VCA1",38,"Lesion_Familiar",232.095244334685
"VCA1",39,"Lesion_Familiar",283.575978797992
"VCA1",1,"Lesion_Novel",260.898305962854
"VCA1",5,"Lesion_Novel",289.777272923368
"VCA1",10,"Lesion_Novel",241.807311669643
"VCA1",11,"Lesion_Novel",267.740041201998
"VCA1",19,"Lesion_Novel",141.990061666065
"VCA1",28,"Lesion_Novel",276.001340838855
"VCA1",35,"Lesion_Novel",390.332138648359
"VCA1",7,"Sham_Familiar",293.992077799577
"VCA1",16,"Sham_Familiar",224.677837260493
"VCA1",30,"Sham_Familiar",161.638555325823
"VCA1",32,"Sham_Familiar",179.418974309619
"VCA1",37,"Sham_Familiar",161.698520551369
"VCA1",40,"Sham_Familiar",304.823299107192
"VCA1",2,"Sham_Novel",549.723753917048
"VCA1",6,"Sham_Novel",207.815947982145
"VCA1",9,"Sham_Novel",304.753469452165
"VCA1",18,"Sham_Novel",811.932292839561
"VCA1",20,"Sham_Novel",140.731422514361
"VCA1",26,"Sham_Novel",311.757292422756
"VCA1",36,"Sham_Novel",210.408983197727
"VCA3",3,"Lesion_Familiar",418.449411624241
"VCA3",8,"Lesion_Familiar",175.140926996047
"VCA3",13,"Lesion_Familiar",152.610744254738
"VCA3",14,"Lesion_Familiar",238.667113113615
"VCA3",22,"Lesion_Familiar",334.365204122827
"VCA3",39,"Lesion_Familiar",223.880597014925
"VCA3",1,"Lesion_Novel",334.550342992103
"VCA3",5,"Lesion_Novel",238.329851000497
"VCA3",10,"Lesion_Novel",149.378191875471
"VCA3",11,"Lesion_Novel",215.138175527425
"VCA3",19,"Lesion_Novel",117.462774004238
"VCA3",28,"Lesion_Novel",338.20260400127
"VCA3",34,"Lesion_Novel",98.3341055672414
"VCA3",7,"Sham_Familiar",256.006255353818
"VCA3",15,"Sham_Familiar",103.78681564456
"VCA3",16,"Sham_Familiar",177.396843193754
"VCA3",24,"Sham_Familiar",176.582847756056
"VCA3",30,"Sham_Familiar",192.826042521004
"VCA3",32,"Sham_Familiar",155.721426554706
"VCA3",40,"Sham_Familiar",259.581177550675
"VCA3",2,"Sham_Novel",281.10289765581
"VCA3",6,"Sham_Novel",142.396868143321
"VCA3",9,"Sham_Novel",260.239425701984
"VCA3",20,"Sham_Novel",81.4909291521187
"VCA3",26,"Sham_Novel",138.415684071777
"VCA3",36,"Sham_Novel",131.36917217386
"VDG",3,"Lesion_Familiar",336.21282323523
"VDG",8,"Lesion_Familiar",227.317144659107
"VDG",13,"Lesion_Familiar",150.933073692002
"VDG",14,"Lesion_Familiar",142.142743958927
"VDG",39,"Lesion_Familiar",291.755380167785
"VDG",1,"Lesion_Novel",260.56887730207
"VDG",5,"Lesion_Novel",187.566742228411
"VDG",10,"Lesion_Novel",223.6606193315
"VDG",19,"Lesion_Novel",140.907060527632
"VDG",28,"Lesion_Novel",333.476048589718
"VDG",34,"Lesion_Novel",96.7538702032495
"VDG",35,"Lesion_Novel",281.054645132333
"VDG",7,"Sham_Familiar",320.491998767702
"VDG",15,"Sham_Familiar",153.505128337536
"VDG",16,"Sham_Familiar",197.124873510421
"VDG",30,"Sham_Familiar",113.900481831078
"VDG",32,"Sham_Familiar",273.102411844069
"VDG",37,"Sham_Familiar",315.272465000933
"VDG",40,"Sham_Familiar",282.670015419055
"VDG",2,"Sham_Novel",367.859688209664
"VDG",6,"Sham_Novel",127.237384729214
"VDG",9,"Sham_Novel",124.187014826765
"VDG",18,"Sham_Novel",837.106227223221
"VDG",20,"Sham_Novel",148.806411289904
"VDG",26,"Sham_Novel",219.922334231602
"VDG",36,"Sham_Novel",208.129392983743
"VOC",8,"Lesion_Familiar",337.393765728764
"VOC",13,"Lesion_Familiar",299.742344032957
"VOC",14,"Lesion_Familiar",394.814760620387
"VOC",22,"Lesion_Familiar",695.636182361907
"VOC",23,"Lesion_Familiar",601.361583184341
"VOC",29,"Lesion_Familiar",459.798233804279
"VOC",31,"Lesion_Familiar",442.863107535007
"VOC",38,"Lesion_Familiar",632.68349698329
"VOC",39,"Lesion_Familiar",807.177093256149
"VOC",1,"Lesion_Novel",265.709044070112
"VOC",5,"Lesion_Novel",465.852851837479
"VOC",10,"Lesion_Novel",296.091939659439
"VOC",11,"Lesion_Novel",1113.90961707258
"VOC",19,"Lesion_Novel",400.310327122987
"VOC",27,"Lesion_Novel",734.746859178826
"VOC",28,"Lesion_Novel",1151.68916442103
"VOC",34,"Lesion_Novel",352.827464962319
"VOC",35,"Lesion_Novel",374.677146953547
"VOC",7,"Sham_Familiar",573.67033046248
"VOC",15,"Sham_Familiar",335.122908538524
"VOC",16,"Sham_Familiar",331.67138928952
"VOC",24,"Sham_Familiar",566.724251885591
"VOC",30,"Sham_Familiar",811.566180409992
"VOC",32,"Sham_Familiar",559.53954371138
"VOC",37,"Sham_Familiar",443.443334573855
"VOC",40,"Sham_Familiar",874.446454008079
"VOC",6,"Sham_Novel",394.024423079602
"VOC",9,"Sham_Novel",463.13174223111
"VOC",12,"Sham_Novel",492.635379761939
"VOC",18,"Sham_Novel",429.298633921975
"VOC",20,"Sham_Novel",364.001221571352
"VOC",25,"Sham_Novel",601.305608476102
"VOC",26,"Sham_Novel",849.127258996129
"VOC",33,"Sham_Novel",410.379370530766
"VOC",36,"Sham_Novel",454.744953034673
"VSUB",3,"Lesion_Familiar",251.034829979965
"VSUB",8,"Lesion_Familiar",219.208730337238
"VSUB",13,"Lesion_Familiar",172.170231177579
"VSUB",29,"Lesion_Familiar",64.8572740162396
"VSUB",31,"Lesion_Familiar",203.911737916116
"VSUB",38,"Lesion_Familiar",342.988012225696
"VSUB",1,"Lesion_Novel",260.18939940509
"VSUB",5,"Lesion_Novel",179.006369140548
"VSUB",10,"Lesion_Novel",275.435971728133
"VSUB",19,"Lesion_Novel",165.847713411968
"VSUB",28,"Lesion_Novel",246.899465634258
"VSUB",34,"Lesion_Novel",167.691623976618
"VSUB",35,"Lesion_Novel",181.578204144482
"VSUB",7,"Sham_Familiar",335.29994933239
"VSUB",15,"Sham_Familiar",171.253918598468
"VSUB",16,"Sham_Familiar",146.253820597942
"VSUB",30,"Sham_Familiar",106.726508863534
"VSUB",32,"Sham_Familiar",162.070178828154
"VSUB",40,"Sham_Familiar",162.481735787029
"VSUB",6,"Sham_Novel",209.922538433284
"VSUB",12,"Sham_Novel",344.508238760797
"VSUB",20,"Sham_Novel",237.090235173357
"VSUB",26,"Sham_Novel",357.007638713297
